page,column,column_page,column_page_end,guessed,title,bold_ratio,first_line
19,right,38,38,0,АБДУЛ ГАФФАР-ХАН,0.846,АБДУЛ ГАФФАР-ХАН
19,right,38,38,0,АБДУЛКАХАР,0.831,АБДУЛКАХАР
19,right,38,38,0,АБДУЛЛА-ХАН II,0.832,АБДУЛЛА-ХАН П
19,right,38,38,0,АБДУЛЛАХ БИН АБДУЛКАДИР МУНШИ,0.847,АБДУЛЛАХ БИН АБДУЛКАДИР МУНШИ
20,left,39,39,0,АБДУЛЛАХ НИЯЗИ,0.847,АБДУЛЛАХ НИЯЗИ
20,left,39,39,0,АБДУЛ-ЛЯТИФ,0.834,АБДУЛ-ЛЯТИФ
20,left,39,39,0,АБДУЛ РАХМАН,0.838,АБДУЛ РАХМАН
20,left,39,40,0,АБДУРРАХМАН,0.845,АБДУРРАХМАН
20,right,40,40,0,"АБЕЛЬМАН, Николай Самуилович",0.798,"АБЕЛЬМАН, Николай Самуилович"
20,left,39,39,0,АБДУЛ МУИС,0.827,АБДУЛ МУИЙС
20,left,39,39,0,АБДУЛ-ХАМИД II,0.826,‚АБДУЛ-ХАМИД И
20,right,40,41,0,"АБЕЛЯР, Пьер",0.804,"АБЕЛЯР (АБё1ага, АБайПагд), Пьер"
21,left,41,41,0,"АБЕРДИН, Джордж Гамильтон Гордон",0.792,"АБЕРДИН, Эбердин (Абегйееп), Джордж Га- мильтон Гордон (28.1.1784—14.Х1.1860) — англ. по-"
21,left,41,41,0,АБИАТЕ,0.841,АБИАТЕ
21,right,42,42,0,АБИНЦЫ,0.857,АБИНЦЫ
21,right,42,42,0,АБИССИНИЯ,0.847,АБИССИНИЯ
21,right,42,42,0,АБЛАВА-КАЦЕЛЕВСКИЙ БОЙ 1877,0.837,АБЛАВА-КАЦЕЛЕВСКИЙ БОЙ 1877 -
21,left,41,42,0,АБИДОС,0.832,‚АБИДОоС_
21,right,42,43,0,АБЛАЙ,0.828,АБЛАЙ
22,left,43,43,0,"АБЛИН, Сеиткул",0.818,"‚ АБЛИН, Сеиткул -"
22,left,43,43,0,"АБОВЯН, Хачатур",0.806,"АБОВЯН, Хачатур ."
22,right,44,45,0,АБОСКИЙ МИРНЫЙ ТРАКТАТ 1743,0.821,АБОСКИЙ / МИРНЫЙ О ТРАКТАТ 1743°
22,left,43,44,0,АБОЛИЦИОНИЗМ,0.849,АБОЛИЦИОНИЗМ
22,left,43,43,0,АБО,0.834,"АБо,"
23,left,45,45,0,АБРААМ ЕРЕВАНЦИ,0.846,АБРААМ ЕРЕВАНЦИ
23,left,45,45,0,АБРААМ КРЕТАЦИ,0.851,АБРААМ КРЕТАЦИ
23,left,45,45,0,"АБРАМОВ, Яков Васильевич",0.807,"АБРАМОВ, Яков — Васильевич"
23,left,45,45,0,АБРУЙ,0.845,АБРУЙ
23,left,45,45,0,"АБСАЛОН, Аксель",0.814,"АБСАЛОН, Аксель"
23,left,45,49,0,АБСОЛЮТИЗМ,0.846,АБСОЛЮТИЗМ
25,right,50,50,0,АБСТЕНЦИОНИСТЫ,0.854,АБСТЕНЦИОНИСТЫ
25,right,50,50,0,"АБУ БЕКР, Абдаллах ибн Осман",0.78,"АБУ БЕКР, Абдаллах иби Осман"
25,right,50,50,0,АБУ БЕКР КЕЛЕВИ,0.836,АБУ БЕКР КЕЛЕВИ
25,right,50,51,0,АБУКИР,0.841,АБУКИР
26,left,51,51,0,АБУЛГАЗИ,0.832,АБУЛГАЗИЙ
26,left,51,51,0,АБУЛХАЙР,0.831,АБУЛХАЙР.
26,left,51,51,0,АБУЛХАЙР,0.833,АБУЛ;АЙР
26,left,51,52,0,АБУ-ЛЬ-АББАС АС-САФФАХ,0.835,АБУ-ЛЬ-АББАС АС-САФФАХ
26,right,52,52,0,АБУ-ЛЬ-МАХАСИН,0.827,АБУ-ЛЬ-МАХАСИН
26,right,52,52,0,АБУ-ЛЬ-ФИДА,0.832,"АБУ-ЛЬ-ФИДА,"
26,right,52,52,0,АБУ МУСЛИМ,0.818,АБУ МУСЛИМ
26,right,52,52,0,АБУ-СИМБЕЛ,0.836,АБУ-СИМБЕЛ
26,right,52,53,0,АБУСИР-ЭЛЬ-МЕЛЕК,0.835,АБУСЙР-ЭЛЬ-МЕЛЕК
26,left,51,51,0,АБУ-Л-ФАЗЛ,0.822,АБУ-Л-ФАЗЛ
27,left,53,53,0,АБУ ХАНИФА АД-ДИНАВЕРИ,0.844,"АБУ ХАНИФА АД-ДИНАВЕРИ,"
27,left,53,53,0,"АБУ ЮСУФ, Якуб ибн Ибрахим",0.807,"АБУ ЮСУФ, Якуб ибн Ибрахим |"
27,left,53,58,0,АБХАЗСКАЯ АВТОНОМНАЯ СОВЕТСКАЯ СОЦИАЛИСТИЧЕСКАЯ РЕСПУБЛИКА,0.82,"‚ АБХАЗСКАЯ — АВТОНОМНАЯ — СОВЁТСКАЯ — СО- ЦИАЛИСТИЧЕСКАЯ РЕСПУБЛИКА, А бхазия, — оо Т») Т) да о"
27,left,53,53,0,АБУ-Т-ТИММАН. Мухаммед Джафар,0.802,АБУ-Т-ТИММАН. Мухаммед Джафар
29,right,58,58,0,АБХАЗСКОЕ ВОССТАНИЕ 1866,0.81,АБХАЗСКОЕ ВОССТАНИЕ 1866°
29,right,58,58,0,АБХАЗСКОЕ ЦАРСТВО,0.835,АБХАЗСКОЕ ЦАРСТВО -
30,left,59,59,0,АБХАЗЫ,0.839,АБХАЗЫ
30,left,59,59,0,АБЫ ШАМУЭЛЯ ДВИЖЕНИЕ,0.849,АБЫ ШАМУЭЛЯ ДВИЖЕНИЕ
30,left,59,59,0,"АБЭ, Исоо",0.791,"АБЭ, Исоо _"
30,left,59,59,0,"АБЭ, Нобуюки",0.805,"АБЭ, Нобуюки"
30,left,59,60,0,АВА,0.848,АВА
30,right,60,60,0,АВАМИ ЛИГ,0.843,АВАМИ ЛИГ
30,right,60,60,0,АВАН,0.854,АВАН
30,right,60,61,0,АВАНЕСОВ,0.845,АВАНЕСОВ
31,left,61,61,0,АВАНТИ,0.853,АВАНТИ
31,left,61,61,0,АВАРАИРСКАЯ БИТВА 451,0.829,АВАРАЁ! РСКАЯ БИТВА 451
31,left,61,61,0,АВАРИЗ,0.831,АВАРИЗ
31,left,61,61,0,АВАРИС,0.845,АВАРИС
31,left,61,61,0,АВАРСКИЙ КАГАНАТ,0.815,АВАРСКИЙ КАГАНАТ
31,left,61,61,0,АВАРСКОЕ ХАНСТВО,0.843,АВАРСКОЕ ХАНСТВО
31,left,61,62,0,АВАРЦЫ,0.851,АВАРЦЫ
31,right,62,63,0,АВАРЫ,0.852,АВАРЫ
32,right,64,64,0,АВГУРЫ,0.845,АВГУРЫ
32,right,64,66,0,"АВГУСТ, Гай Октавий",0.794,"АВГУСТ (Аири5(и5), Гай Октавий ("
32,left,63,64,0,АВВАКУМ Петрович,0.814,АВВАКУМ — Петрович
33,right,66,66,0,АВГУСТ,0.83,АВГУСТ
33,right,66,66,0,АВГУСТА-ПРЕТОРИЯ,0.842,АВГУСТА-ПРЕТОРИЯ
33,right,66,67,0,АВГУСТЕНБУРГИ,0.843,"АВГУСТЕНБУРГИ,"
33,right,66,66,0,АВГУСТ II Сильный,0.786,А. П Сильный
33,right,66,66,0,АВГУСТ III,0.85,А. Ш
34,left,67,67,0,"АВГУСТИН, Аврелий",0.816,"АВГУСТИН, Аврелий |"
34,right,68,69,0,АВГУСТОВСКАЯ ОПЕРАЦИЯ,0.843,АВГУСТОВСКАЯ ОПЕРАЦИЯ
34,left,67,68,0,АВГУСТИНЦЫ,0.826,АВГУСТИНЦЫ
35,left,69,70,0,АВГУСТОВСКАЯ РЕВОЛЮЦИЯ 1945 ВО ВЬЕТНАМЕ,0.805,"АВГУСТОВСКАЯ РЕВОЛЮЦИЯ 1945 ВО ВЪЕТНА- МЕ — нац. нар.-демократич. революция, свергшая ко-"
35,right,70,71,0,АВГУСТОВСКИЕ ВОЛНЕНИЯ 1942 В ИНДИИ,0.807,‚ - ю. ‹А . ›ЭбисеТЕНО О. МОЧА АВГУСТОВСКИЕ ВОЛНЕНИЯ 1942 В ИНДИИ .
36,right,72,73,0,АВГУСТОВСКОЕ НАСТУПЛЕНИЕ 1919,0.83,АВГУСТОВСКОЕ НАСТУПЛЁНИЕ 1919.
36,left,71,72,0,АВГУСТОВСКИЙ АНТИПАРТИЙНЫЙ БЛОК,0.822,`АВГУСТОВСКИЙ АНТИПАРТИЙНЫЙ ЕЛОБ
36,right,72,72,0,«АВГУСТОВСКОЕ» («ЛЁТНЕЕ») 1913 г. СОВЕЩАНИЕ ЦК РСДРП С ПАРТИЙНЫМИ РАБОТНИКАМИ,0.829,"«АВГУСТОВСКОЕ» («ЛЁТНЕЕ») 1913 г. СОВЕЩА- НИЕ ЦЕ РСДРИ С ПАРТИЙНЫМИ РАБОТНИ- КАМИ — состоялось в Поронине, близ — Кракова,"
37,left,73,74,0,"АВДАКОВ, Николай Степанович",0.768,"АВДАКОВ, НПиколай Степанович"
37,right,74,74,0,"АВЕНЕЛЬ, Жорж",0.812,"АВЕНЁЛЬ (Ахепе!), Жорж"
37,right,74,74,0,"АВЕНТИН, Иоганн Турмайр",0.781,"АВЕНТИН — (Аухеп!тпи$), собств. — Иоганн Т у р- майр (Тигтауг) (4.У11.1477—9.1.1534)— нем. исто-"
37,right,74,74,0,"АВДЕЕВ, Николай Николаевич",0.793,"АВДЕЕВ, Николай Николаевич оХХИ () Г А (С) ТХуУ А /У Г>"
37,right,74,74,0,АВЕНТИН,0.846,`АВЕНТИН
38,left,75,75,0,АВЕНТИНСКИЙ БЛОК,0.846,АВЕНТИНСКИЙ БЛоК .
38,left,75,75,0,"АВЕРИЧКИН, Федор Степанович",0.811,"АВЕРИЧКИН, Федор Степанович"
38,left,75,76,0,АВЕСТА,0.821,А ВЕСТА
38,right,76,76,0,"АВИДИЙ КАССИЙ, Гай",0.803,"АВИДИЙ КАССИЙ (Ау1й!и5 Сазв15), Гай"
38,left,75,75,0,АВЕРЕСКУ‚ Александр,0.779,АВЕРЁ СКУ (А\іеге'зси)‚ Александр
38,left,75,75,0,АВЕРРОЭС,0.822,АВЕРРОЭС
38,right,76,76,0,"АВИЕН, Руф Фест",0.778,"АВИЕН (Ау1епи$), Руф Фест \пдъ /. т ]_ЕП_ТТ' т э\ /У ТАУ Й/У т ТЕ / в т›> ь"
38,right,76,77,0,АВИЛА,0.814,‚`АВИЛА_
39,left,77,77,0,АВИНЬОНСКОЕ ПЛЕНЕНИЕ ПАП,0.84,"АВИНЬОНСКОЕ` ПЛЕНЕНИЕ ПАЦП,"
39,left,77,77,0,АВИССКАЯ ДИНАСТИЯ,0.832,АВИССКАЯ ДИНАСТИЯ
39,left,77,77,0,АВИССКИЙ ОРДЕН,0.832,АВИССКИЙ ОРДЕН
39,left,77,77,0,АВИЦЕННА,0.825,АВИЦЕННА
39,right,78,78,0,АВЛАБАРСКАЯ ТИПОГРАФИЯ,0.814,АВЛАБАРСКАЯ ТИПОГРАФИЯ -
39,left,77,78,0,"АВКСЕНТЬЕВ, Николай Дмитриевич",0.802,"АВКОЕНТЬЕВ, Николай Дмитриевич"
40,left,79,79,0,АВНОЮ,0.863,АВНОЮ
40,left,79,79,0,АВРААМ,0.848,АВРААМ
40,left,79,79,0,АВРААМИЙ ПАЛИЦЫН,0.851,АВРААМИИ ПАЛИЦЫН
40,left,79,80,0,"АВРЕЛИАН, Луций Домиций",0.792,"АВРЕЛИАН (Апге!!- апи$), Луций Домиций"
40,right,80,80,0,"АВРЁЛИЙ ВИКТОР, Секст",0.833,"АВРЁЛИЙ ВИКТОР, Секст"
40,right,80,80,0,"АВРЕЛИЙ КОТТА, Гай",0.822,"АВРЕЛИЙ — КбОТТА, Гай"
40,right,80,80,0,"АВРЕЛИЙ КОТТА, Марк",0.826,"АВРЕЛИЙ КОТТА, Марк"
40,right,80,80,0,АВРОВ‚ Дмитрий Николаевич,0.804,"АЁВ,ОВ‚ Дмитрий Николасвич"
40,right,80,81,0,«АВРОРА»,0.818,«АВРОРА».
41,left,81,81,0,АВСТРАЗИЯ,0.831,АВСТРАЗИЯ (
41,left,81,92,0,АВСТРАЛИЙСКИЙ СОЮЗ,0.812,АВСТРАЛИПСКИЙ СОЮЗ
46,right,92,93,0,АВСТРАЛИЙЦЫ,0.842,АВСТРАЛИЙЦЫ-
47,left,93,96,0,АВСТРАЛИЯ,0.838,АВСТРАЛИЯ
48,right,96,96,0,АВСТРИЙСКАЯ НАРОДНАЯ ПАРТИЯ,0.84,АВСТРИЙСКАЯ НАРОДНАЯ ПАРТИЯ
48,right,96,96,0,АВСТРИЙСКИЕ НИДЕРЛАНДЫ,0.835,АВСТРИЙСКИЕ НИДЕРЛАНДЫ
48,right,96,100,0,АВСТРИЙСКОЕ НАСЛЕДСТВО,0.837,"АВСТРИЙСКОЕ — НАСЛЕДСТВО,"
52,right,100,100,0,АВСТРИЙЦЫ,0.843,АВСТРИЙЦЫ
52,right,100,139,0,АВСТРИЯ,0.838,АВСТРИЯ
72,left,139,140,0,АВСТРО-ГЕРМАНСКИЙ ДОГОВОР 1879,0.827,АВСТРО-ГЕРМАНСКИЙ ДОГОВОР 1879
72,left,139,139,0,АВСТРО ВЕНГРИЯ,0.823,АвсТРо-ВЁНГРИЯ -
72,right,140,141,0,АВСТРО-ИТАЛО-ФРАНЦУЗСКАЯ ВОЙНА 1859,0.825,АВСТРО-ИТАЛО-ФРАНЦУЗСКАЯ ВОЙНА 1859
73,left,141,142,0,АВСТРО-ИТАЛЬЯНСКАЯ ВОЙНА 1848—49,0.829,АЧСТРО-ИТ_{&ЛЬЯНСКАЯ ВОЙНА 1848—49 -
73,right,142,143,0,АВСТРО-ИТАЛЬЯНСКАЯ ВОЙНА 1866,0.836,",_’АВСТРО-Ц’ТАЛ'!›ЯНСНАЯ ВОЙНА 1866 ."
74,left,143,145,0,АВСТРОМАРКСИЗМ,0.835,АВСТРОМАРКСИЗМ
75,left,145,148,0,АВСТРО-ПРУССКАЯ ВОЙНА 1866,0.828,АВСТРО-ПРУССКАЯ ВОЙНА 1866
76,right,148,148,0,АВСТРО-РУМЫНСКИЙ СОЮЗ 1883,0.816,АВСТРО-РУМЫНСКИЙ СОЮЗ 1883
76,right,148,149,0,АВСТРО-СЕРБСКАЯ КОНВЕНЦИЯ 1881,0.809,АвстРо-СЕРБСКАЯ КОНВЕНЦИЯ 1881
77,left,149,150,0,АВСТРОСЛАВИЗМ,0.83,АВСТРОСЛАВИЗМ
77,right,150,152,0,АВСТРО-ТУРЕЦКИЕ ВОЙНЫ,0.836,АВСТРО-ТУРЁЕЦКИЕ ВОЙНЫ
78,right,152,154,0,АВСТРО-ФРАНЦУЗСКАЯ ВОЙНА 1809,0.83,АВСТРО-ФРАНЦУЗСКАЯ ВОЙНА 1809
79,right,154,154,0,АВТАРКИЯ,0.831,АВТАРКИЯ
79,right,154,154,0,АВТОКРАТИЯ,0.831,АВТОКРАТИЯ
79,right,154,154,0,АВТОКЕФАЛЬНАЯ ЦЕРКОВЬ,0.826,АВТОКЕФАЛЬНАЯ ЦЁРКОВЬ
80,left,155,155,0,АГА,0.838,АГА
80,left,155,155,0,АГАДИРСКИЙ ИНЦИДЕНТ 1911,0.835,АГАДИРСКИЙ ИНЦИДЕНТ 1911 -
80,left,155,155,0,АГА МОХАММЕД-ХАН КАДЖАР,0.823,АГА МОХАММЕД-ХАН - КАДЖАР
80,left,155,155,0,"АГАПОВ, Семен Иванович",0.781,"АГАПОВ, Семен Иванович"
80,left,155,155,0,АГАФАНГЕЛ,0.824,АГАФАНГЕЛ
80,left,155,156,0,АГАФИЙ,0.843,АГАФИЙ
80,right,156,157,0,АГЕНТЫ  «ИСКРЫ»,0.817,АГЕНТЫ — «ИСКРЫ)» -
80,left,155,155,0,АВУНКУЛАТ,0.821,АВУНКУЛАТ
80,left,155,155,0,"АГАСИЕВ, Кази Магомед",0.772,"ВС о р оо АГАСИЕВ, Юази Магомед - Р ож ВО % ВЕ"
80,right,156,156,0,АГАФОКЛ,0.827,АГАФОКЛ
80,right,156,156,0,АГА-ХАН,0.824,АГА-ХАН
80,right,156,156,0,"АГА-ХАН, Султан Мухаммед-шах",0.766,"_АГА—ХАН, СЗілтан Мухаммед-шах"
80,right,156,156,0,АГГЕСЕН‚ Свен,0.772,АГГ_ЕСЕН ЁА‚‹;‚‹;езеп‚ Р:а‚‹;езеп)‚' Свен_
81,left,157,157,0,АГЕСИЛАЙ II,0.823,`АГЕСИЛАЙ П
81,left,157,157,0,АГИАДЫ,0.837,АГИАДЫ
81,left,157,158,0,АГИКУЙЮ,0.834,"АГИКУЙЮ,"
81,right,158,158,0,АГИНАЛЬДО,0.834,"АГИНАЛЬДО,"
81,right,158,158,0,"АГИРРЕ, Хосе Антонио",0.789,"АГИРРЕ (Ави!гге), Хосе Антонио"
81,right,158,159,0,АГИС,0.834,АГИС
81,left,157,157,0,AGER PUBLICUS,0.799,`АСЕК РОВЫСО$ ГО Т) з ал о т ыа т
81,right,158,158,0,АГИОГРАФИЯ,0.837,АГИОГРАФИЯ
81,right,158,158,0,"АГИРРЕ СЕРДА, Педро",0.783,"‚АГИРРЕ СЁРДА (Авиите Сегйа), Педро"
81,right,158,159,0,АГИС II,0.797,А. Н
82,left,159,160,0,АГИТПОЕЗДА И АГИТПАРОХОДЫ,0.833,‚АГИТПОЕЗДА И АГИТПАРОХОДЫ .
82,right,160,160,0,АГИЯ-ТРИАДА,0.834,АГИЯ-ТРНАДА
82,right,160,161,0,АГЛАБИДЫ,0.831,‚АГЛАБИДЫ
82,left,159,159,0,АГИС III,0.807,А. 111
82,left,159,159,0,АГИС IV,0.775,А. 1У
83,left,161,161,0,АГНАТЫ,0.844,АГНАТЫ
83,left,161,162,0,АГОНИСТИКИ,0.849,АГОНИСТИКИ
83,right,162,162,0,АГОРА,0.847,АГОРА
83,right,162,163,0,АГРА,0.829,АГРА
83,left,161,161,0,"АГЛИПАЙ, Грегорио",0.798,"АГЛИПАЙ (Ав!!рау), Грегорио г 7 лУХ ж к о"
83,right,162,162,0,"АГОНСИЛЬО, Теодоро",0.773,"АГОНСИЛЬО (Асопс!Шо), Теодоро"
84,left,163,163,0,АГРАМ,0.852,АГРАМ
84,left,163,163,0,АГРАРНАЯ ПАРТИЯ ЧЕХОСЛОВАКИИ,0.854,АГРАРНАЯ ПАРТИЯ ЧЕХОСЛОВАКИИ
84,right,164,171,0,АГРАРНА’Я ПРОГРАММА БОЛЬШЕВИЗМА,0.822,АГРАРНА’Я ПРОГРАММА — БОЛЬШЕВИЗМА
84,left,163,163,0,АГРА,0.813,`АГРА -
88,left,171,171,0,АГГАРНОГО СОЦИАЛИЗМА ДВИЖЕНИЕ,0.832,АГГАРНОГО СОЦИАЛИЗМА ДВИЖЕНИЕ
88,left,171,171,0,АГРАРНО-СОЦИАЛИСТИЧЕСКАЯ ЛИГА,0.819,АГРАРНО-СОЦИАЛИСТИЧЕСКАЯ — ЛИГА -
88,left,171,194,0,АГРАРНЫЙ ВОПРОС,0.846,АГРАРНЫЙ ВСПРОС.
99,right,194,194,0,АГРАРНЫЙ КРИЗИС,0.843,АГРАРНЫЙ КРИЗИС
100,left,195,195,0,АГРАРНЫЙ СОЮЗ,0.85,АГРАРНЫЙ СсОоЮЗ
100,left,195,196,0,АГРАХАРА,0.834,АГРАХАРА
100,right,196,197,0,АГРЕССИЯ,0.837,АГРЕССИЯ
101,left,197,197,0,АГРИГЕНТ,0.848,"АГРИГЕНТ,"
101,left,197,197,0,АГРИКОЛА,0.816,АГРИКОЛА
101,left,197,198,0,"АГРИКОЛА, Георг",0.791,"АГРИКОЛА (Авг!со1а), Георг |"
101,right,198,198,0,"АГРИКОЛА, Рудольф",0.798,"АГРИКОЛА (Авг!со!1а), Рудольф"
101,right,198,198,0,АГРИППА,0.827,АГРИППА
101,right,198,199,0,АГУЛЫ,0.829,АГУЛЫ
101,right,198,198,0,АГУДА,0.818,АГУДА
101,right,198,198,0,"АГРИКОЛА, Микаэль",0.794,"АГРИКОЛА (Авг!со1а), Микаэль (наст. фам.— С и-"
102,left,199,199,0,АГУНГ АБДУЛФАТАХ,0.833,АГУНГ АБДУЛФАТАХ
102,left,199,199,0,АГУС САЛИМ,0.827,ЛГУС САЛИМ
102,left,199,199,0,АГЭ,0.828,"АГЭ,"
102,left,199,199,0,АДАД,0.817,АДАД
102,left,199,199,0,АДАЙ,0.839,АДАЙ
102,left,199,199,0,АДАЛЬБЕРТ БРЕМЕНСКИЙ,0.837,АДАЛЬБЕРТ БРЕМЕНСКИЙ
102,left,199,200,0,АДАЛЬБЕРТ МАГДЕБУРГСКИЙ,0.827,АДАЛЬБЕРТ МАГДЕБУРГСКИЙ
102,right,200,200,0,АДАЛЯТ,0.826,АДАЛЯТ
102,right,200,200,0,АДАМ БРЕМЕНСКИЙ,0.833,АДАМ БРЕМЕНСКИЙ
102,right,200,201,0,"АДАМС, Джон",0.793,"АДАМС (Айатз), Джон"
102,left,199,199,0,"АГУНГ, Чакракусума Нгабдуррахман",0.763,"‚АГУНТ (Авипв), Чакракусума Нгабдуррахман"
102,left,199,199,0,«АД»,0.769,"«1\:[»"" ”` ВО"
103,left,201,201,0,АДАМС Джон Куинси,0.771,"АДАМС (Айат5), Джон Куинси ("
103,left,201,201,0,"АДАМС, Самюэл",0.782,"АДАМС (АЧат5), Самюэл ("
103,right,202,202,0,АДАТ,0.826,АДАТ
103,right,202,202,0,"АДАШЕВ, Алексей Федорович",0.798,"АДАШЕВ, Алексей Федорович"
103,right,202,202,0,"АДАШЕВ, Даниил Федорович",0.794,"АДАШЕВ, Дапиил Федорович"
103,left,201,201,0,АДАНСКАЯ КОНФЕРЁНЦИЯ 1943,0.822,АДАНСКАЯ — КОНФЕРЁНЦИЯ 1943
104,left,203,204,0,АДВЕНТИСТЫ,0.849,АДВЕНТИСТЫ
104,right,204,204,0,АДДА,0.819,АДДА
104,right,204,204,0,"АДДИНГТОН, Генри",0.817,"АДДИНГТОН (Аййтпр‘оп), Генри,"
104,right,204,204,0,АДДИС-АБЕБА,0.83,АДДИС-АБЁБА
104,right,204,205,0,АДДИС-АБЕБСКИЙ МИРНЫЙ ДОГОВОР,0.825,АДДИС-АБЕБСКИЙ МИРНЫЙ ДОоГОВОР -
105,left,205,205,0,АДЕЛУНГ,0.828,"АДЕЛУНГ,"
105,left,205,207,0,АДЕН,0.84,АДЕН
105,left,205,205,0,АДЕМАР ШАБАНСКИЙ,0.832,‚`АДЕМАР ШАБАНСКИЙ
106,left,207,207,0,АДЕН,0.837,АДЕН
106,left,207,208,0,"АДЕНАУЭЯР, Конрад",0.792,"АДЕНАУЭЯР (Ад4спапсг), Конрад"
106,right,208,211,0,"АДЖАРСКАЯ АВТОНОМНАЯ СОВЕТСКАЯ СОЦИАЛИСТИЧЕСКАЯ РЕСПУБЛИКА, Аджария",0.829,"АДЖАРСКАЯ АВТОНОМНАЯ СОВЁТСКАЯ С©0- ЦИАЛИСТИЧЕСКАЯ РЕСПУБЛИКА, Аджария, —"
106,right,208,208,0,АДЖАНТА,0.796,АДЖАНТА
108,left,211,211,0,АДЖАРЦЫ,0.844,"АДЖАРЦЫ,"
108,right,212,212,0,АДЗУТИ-ДЗИДАИ,0.832,АДЗУТИ-ДЗИДАИ
108,right,212,212,0,АДИАМАН,0.841,АДИАМАН
108,left,211,211,0,АДЖАТАШАТРУ,0.837,АДЖАТАШАТРУ -
108,left,211,212,0,АДЖМИР,0.791,"АДЖМИР, Аджмер,"
108,right,212,212,0,АДЖМИР,0.773,"‚АДЖМИР, Аджмер,"
108,right,212,212,0,"АДЗЕЛЬО, Массимо",0.776,"_АДЗЁЛЬО (АгевНПо), Массимо,"
108,right,212,212,0,АДИГИНЕ,0.834,АДИГИНЕЁ -
108,right,212,213,0,АДИГРАНТХ,0.845,АДИГРАНТХ
109,left,213,213,0,АДИЛ-ШАХИ,0.804,АДИЛ-ШАХИ — династия
109,left,213,213,0,АДИПАТИ,0.847,АДИПАТИ
109,left,213,213,0,АДИТИ,0.848,АДИТИ
109,right,214,214,0,"АДЛЕР, Фридрих",0.79,"АДЛЕР (АФег), Фридрих"
109,right,214,214,0,"АДЛЕРБЕРГ, Владимир Федорович",0.81,"АДЛЕРБЕРГ, Владимир Федорович"
109,right,214,215,0,"АДЛЕРСПАРРЕ, Георг",0.816,"АДЛЕРСПАРРЕ (А@ег5рагге), Георг"
