page,column,column_page,column_page_end,guessed,title,bold_ratio,first_line
109,left,213,214,0,"АДЛЕР, Виктор",0.81,"А‚д'ЛЕР (АЙег), Виктор"
110,left,215,215,0,АДМИНИСТРАЦИЯ ПОМОЩИ И ВОССТАНОВЛЕ- НИЯ ОБЪЕДИНЁННЫХ НАЦИЙ (ЮНРРА),0.828,АДМИНИСТРАЦИЯ ПОМОЩИ И ВОССТАНОВЛЕ- НИЯ ОБЪЕДИНЁННЫХ НАЦИЙ (ЮНРРА; от первых и О тт?т _° 4 1 № 4° ^ т * — т>) 1 _ *° 4 *
110,left,215,216,0,АДМИРАЛТЕЙСКИЙ ПРИКАЗ,0.83,"АДМИРАЛТЕЙСКИЙ ПРИКАЗ,"
110,right,216,216,0,АДМИРАЛТЕЙСТВ-КОЛЛЕГИЯ,0.818,АДМИРАЛТЕЙСТВ-КОЛЛЁГИЯ
110,right,216,216,0,АДМИРАЛТЕЙСТВО,0.827,АДМИРАЛТЕЙСТВО
111,left,217,217,0,"АДОЛЬФ, Вильгельм Август",0.795,"АДОЛЬФ (Адо!!), Вильгельм Август ("
111,left,217,217,0,АДОНИС,0.842,АДОНИС
111,left,217,217,0,"АДОНЦ, Николай Георгиевич",0.786,"АДОНЦ, Николаи Георгиевич(1"
111,left,217,218,0,"АДОРАТСКИЙ, Владимир Викторович",0.787,"АДОРАТСКИЙ, Владимир Викторович Рч (› ” ТТ А СУ \ т о— т ояте „е от # 2 с олоее ич иии"
111,right,218,218,0,«АДРЕС ПЯТИ»,0.801,«АДЁЕ(` ПЯТИ»-
111,right,218,218,0,"АДРИАН, Публий Элий",0.789,"_АДР_ЦАН (Найгапи=), Публий Э…тщ'ь:і._!"
111,right,218,219,0,АДРИАН,0.84,АДРИАН
112,left,219,219,0,АДРИАН IV,0.825,АДРИАН ЛУ (
112,left,219,219,0,АДРИАН VI,0.819,АДРИАН \УТ.
112,right,220,220,0,АДРИЕНАМПУИНИМЕРИНА,0.848,АДРИЕНАМПУИНИМЕРИНА
112,right,220,220,0,АДХИАР,0.835,АДХИАР
112,left,219,219,0,"АДРИАНОВА-ПЕРЕТЦ, Варвара Павловна",0.806,"АДРИАНОВА-ПЕРЕТЦ, Варвара Павловна"
112,left,219,219,0,АДРИАНОПОЛЬ,0.823,АДРИАНОПОЛЬ (
112,left,219,219,0,АДРИАНОПОЛЬСКАЯ БИТВА 378,0.806,‚АДРИАНОПОЛЬСКАЯ БИТВА 378 -
112,left,219,220,0,АДРИАНОПОЛЬСКИЕ МИРНЫЕ ДОГОВОРЫ 1713,0.827,"‚`АДРИАНОПОЛЬСКИЕ МИРНЫЕ ДОГОВОРЫ 1713,"
112,right,220,220,0,АДРИАТИЧЕСКАЯ ЭКСПЕДИЦИЯ 1806,0.817,АДРИАТИЧЕСКАЯ ЭКСПЕДИЦИЯ 1806°
112,right,220,220,0,АДУА,0.778,АДУА -
113,left,221,221,0,АДЫГЕЙЦЫ,0.859,АДЫГЕЙЦЫ
113,left,221,222,0,АДЫГИ,0.842,АДЫГИ
113,right,222,222,0,АДЫЯМАН,0.848,АДЫЯМАН
113,right,222,222,0,АЗАД,0.806,"АЗАД,"
113,right,222,222,0,АЗАД ПАКИСТАН ПАРТИ,0.841,АЗАД ПАКИСТАН ПАРТИ
113,right,222,222,0,АЗАНДЕ,0.833,АЗАНДЕ
113,right,222,222,0,АЗАНИЯ,0.84,АЗАНИЯ
113,right,222,223,0,АЗАРИЯ ХРОНИКА,0.842,АЗАРИЯ ХРОНИКА
114,left,223,223,0,АЗАРЬИН,0.841,"АЗАРЬИН,"
114,left,223,223,0,АЗАТЫ,0.84,АЗАТЫ
114,left,223,224,0,АЗБУКОВНИКИ,0.839,АЗБВУКОВНИКИ
114,right,224,225,0,АЗЕНКУР,0.83,АЗЕНКУР
114,right,224,224,0,«АЗДАРАР»,0.794,‚«АЗДАРАР»
115,left,225,225,0,АЗЕРБАЙДЖАН ИРАНСКИЙ,0.825,АЗЕРБАЙДЖАН — ИРАНСКИЙ -
115,left,225,225,0,АЗЕРБАЙДЖАНСКАЯ ДЕМОКРАТИЧЕСКАЯ  ПАРТИЯ,0.816,АЗЕРБАЙДЖАНСКАЯ ДЕМОКРАТИЧЕСКАЯ ПАРТИЯ — возникла в Иран. Азербайджане в сент.
115,left,225,265,0,АЗЕРБАЙДЖАНСКАЯ СОВЕТСКАЯ СОЦИАЛИСТИЧЕСКАЯ РЕСПУБЛИКА,0.825,"А_ЗЕРБАЙД}КАНСЫА„Я СОВЁТСКАЯ СОЦИАЛИ- СТИЧЕСКАЯ РЕСПУБЛИКА, А зербайджан, —"
137,left,265,266,0,АЗЕРБАЙДЖАНЦЫ,0.847,АЗЕРБАЙДЖАНЦЫ
137,right,266,266,0,"АЗЕФ, Евно Фишелевич",0.778,"АЗЕФ, Евно Фишелевич"
137,right,266,266,0,АЗИАТСКАЯ КОНФЕРЕНЦИЯ ПО ОСЛАБЛЕНИЮ МЕЖДУНАРОДНОЙ НАПРЯЖЁННОСТИ (1955),0.84,АЗИАТСКАЯ КОНФЕРЁЧЦИЯ ПО ОСЛАБЛЁНИЮ МЕЖДУНАРОДНОЙ НАПРЯЖЕЁННОСТИ — (1955) —
137,right,266,267,0,АЗНАТСКАЯ СОЦИАЛИСТИЧЕСКАЯ КОНФЕРЕНЦИЯ (АСК),0.829,АЗНАТСКАЯ — СОЦИАЛИСТИЧЕСКАЯ — КОНФЕ- РЕНЦИЯ (АСК) — междунар. орг-ция социалистич.
138,left,267,267,0,«АЗИАТСКИЙ ВЕСТНИК»,0.812,«АЗНАТСКИЙ ВЕСТНИ»» -
138,left,267,268,0,«АЗИАТСКИЙ СПОСОБ ЧРОПЗВОДСТВА»,0.825,«АЗИАТСКИЙ СПОСЧБ ЧРОПЗВОДСТВА»—
138,right,268,268,0,АЗИЗУДДИН ПОПОЛЬЗАЙ,0.815,АЗИЗУДДИН ПОПоОЛЬЗАЙ
138,right,268,268,0,"АЗИКИВЕ, Ннамди",0.816,"АЗИКИВЕ, Ннамди"
138,right,268,269,0,АЗИЛЬСКАЯ КУЛЬТУРА,0.816,АЗИЙЛЬСКАЯ КУЛЬТУРА
138,right,268,268,0,"АЗИЗБЕКОВ, Мешади Азим-бек-оглы",0.784,"АЗИЗБЁКОВ, Мешади — Азим-бек-оглы"
139,left,269,269,0,АЗИМУЛЛА-ХАН,0.827,АЗИМУЛЛА-ХАН
139,left,269,269,0,АЗИН,0.821,"АЗИН,"
139,left,269,269,0,АЗИНИЙ ПОЛЛИОН,0.835,"АЗИНИЙ ПОЛЛИОН,"
139,left,269,269,0,АЗИРУ,0.812,АЗИРУ
139,right,270,270,0,АЗИТАВАДД,0.827,АЗИТАВАДД
139,right,270,282,0,АЗИЯ,0.832,АЗИЯ
149,right,282,282,0,АЗИЯ,0.839,АЗИЯ
149,right,282,282,0,АЗНАУРИ,0.842,АЗНАУРИ
149,right,282,283,0,АЗОВ,0.837,АЗОВ
150,left,283,283,0,АЗОВСКАЯ ВОЕННАЯ ФЛОТИЛИЯ,0.82,АЗОВСКАЯ ВОЕННАЯ ФЛОТИЛИЯ -
150,left,283,285,0,АЗОВСКИЕ ПОХОДЫ ПЕТРА I 1695—96,0.808,АЗОВСКИЕ ПОХОД Ы ПЕТРА 1 1695—96 -
151,left,285,285,0,АЗОВСКИЙ ФЛОТ,0.813,АЗОВСКИЁ ФЛОТ
151,left,285,285,0,АЗОВСКО-ДОНСКОЙ БАНК,0.82,АЗОВСКО-ДОНСКОЙ — БАНК ОНИ иб ооа © Т) ХУ ооа
151,right,286,286,0,АЗОВСКОЕ КАЗАЧЬЕ ВОЙСКО,0.834,АЗОВСКОЕ КАЗАЧЬЕ ВОЙСКО
151,right,286,286,0,АЗОВСКОЕ  СИДЕНИЕ,0.834,АВОВСКОЕ — СИДЕНИЕ
151,right,286,286,0,"АЗХАРИ, аль-Азхари, Исмаил",0.797,"АЗХАРИ, аль-Азхари, Исмаил"
152,left,287,287,0,АЙГУНСКИЙ ДОГОВОР 1858,0.818,АЙГУНСКИЙ ДОГОВОР 1858 -
152,left,287,288,0,АЙДАРОВ‚ Знаур Заурбегович,0.789,А`ЙДЪ}Р^0В‚ Знаур — Заурбегович
152,right,288,288,0,"АИДИНБЕКОВ, Мухтадир",0.818,"АИДИНБЕКОВ, Мухтадир"
152,right,288,288,0,"АЙДИТ, Дипа Нусантара",0.793,"АЙДИТ (А14!!), Дипа Нусантара"
152,right,288,289,0,АЙМАК,0.837,АЙМАК
152,left,287,287,0,"АЙБЕК, Муизз Изз-ад-дин",0.806,"АЙБЁК, — Муизз — Изз-ад-дин"
153,left,289,289,0,АЙМАКИ,0.839,АЙМАКИ
153,left,289,289,0,АЙМАРА,0.828,АЙМАРА
153,left,289,289,0,АЙНЫ,0.855,АИНЫ
153,left,289,290,0,АЙОДХЬЯ,0.837,АЙОДХЬЯ
153,right,290,290,0,АЙРУМЫ,0.816,"АЙРУМЫ,"
153,right,290,,0,АЙСИМНЕТ,0.835,АЙСИМНЕТ
153,left,289,289,0,"АЙН-Д?Н""АЛУТ",0.825,"АЙН-Д?Н""АЛУТ"
153,right,290,290,0,«АЙРИШ ХИСТОРИКАЛ ДОКЬЮМЕНТС 1172 — 1922»,0.8,«АЙРИШ ХИСТОРИКАЛ ДОКЬЮМЕНТС 1172 — 1922» («1150 Н15!ог!са] Воситепіз»)—сборпик докумен-
153,right,290,290,0,"АЙРТОН, Генри",0.789,"АЙРТОН (1гебоп), Генри О° ХЛ Т АЛА \ П НОО О ое"
154,left,291,291,0,"АЙТАКОВ, Надырбай",0.811,"АЙТАКОВ, Надырбай"
154,left,291,291,0,АИХБЮЛЬ,0.837,АЙХБЮЛЬ
154,left,291,291,0,АЙЫЫ-ТОЙОН,0.787,"АНЫЫ-ТОЙОН, Аар-Тойон, Ю рунг, - т'о' т оРъ т от кп“ #Т и А т т от / тъ птдпйтт ппг\т-пптутп""иг ъ „ъ / о ти ог т"
154,left,291,291,0,АЙЮБИДЫ,0.841,"АИЮБИДЫ,"
154,left,291,292,0,АЙЮБ-ХАН,0.842,"АЙЮБ-ХАН,"
154,right,292,292,0,АЙЯ ДЕ ЛА ТОРРЕ,0.821,АИЯ ДЕ ЛА ТОРРЕ
154,right,292,293,0,АКАДЕМИЧЕСКИЕ ЭКСПЕДИЦИИ 1768 —74,0.811,АК{\ДЕМЙЧЕСКИЕ ЭКСПЕДИЦИИ — 1768 —7/ -
154,left,291,291,0,"АЙЦЕМА, Льёве ван",0.784,"`АЙЦЕМА (Айгета), Льёве ван"
155,left,293,293,0,«АКАДЕМИЧЕСКИЙ ЛЕГИОН»,0.811,«АКАДЕМИЧЕСКИЙ — ЛЕГИОН»
155,left,293,293,0,АКАДЕМИЯ ИСТОРИИ МАТЕРИАЛЬНОЙ КУЛЬТУРЫ,0.814,"АКАДЕМИЯ ИСТОРИИ МАТЕРИАЛЬНОЙ КУЛЬ- ТУРЫ (Росспиская, в дальнейшем Госу-"
155,left,293,300,0,АКАДЕМИЯ НАУК СССР,0.824,АКАДЕМИЯ НАУК СССР
158,right,300,301,0,АКАЙВАША,0.847,АКАЙВАША —
159,left,301,301,0,АКАЛИ,0.827,АКАЛИ
159,left,301,301,0,АКАМБА,0.828,"АКАМБА,"
159,left,301,302,0,АКАН,0.838,АКАН
159,right,302,302,0,АКАТУЙСКАЯ ТЮРЬМА,0.831,АКАТУЙСКАЯ ТЮРЬМА
159,right,302,302,0,АКБАР,0.826,"АКБАР,"
159,right,302,303,0,АК-БЕШИМ,0.847,АК-БЕШИМ
159,left,301,301,0,АКАЛИ,0.813,АКАЛИ -
159,right,302,302,0,АКАРНАНИЯ,0.825,АКАРНАНИЯ
159,right,302,302,0,АКБАР-ХАН,0.81,АКБАР-ХАН
160,left,303,303,0,АКВИЛЕЯ,0.825,АКВИЛЕЯ
160,left,303,303,0,АКВИЛИЙ МАНИЙ,0.844,АКВИЛИЙ МАНИЙ
160,right,304,304,0,АКВИНК,0.833,АКВИНК .
160,right,304,305,0,АКВИТАНИЯ,0.831,АКВИТАНИЯ:
161,left,305,305,0,АКВЫ СЕКСТИЕВЫ,0.837,АКВЫ СЕКСТИЕВЫ
161,left,305,305,0,АККА,0.83,АККА
161,left,305,305,0,АККАД,0.806,
161,left,305,306,0,АККЕРМАНСКАЯ КОНВЁНЦИЯ,0.84,АККЕРМАНСКАЯ КОНВЁНЦИЯ
161,right,306,306,0,АК-КОЮНЛУ,0.834,АК-КОЮНЛУ
161,right,306,307,0,АККРА,0.802,АККРА
162,left,307,307,0,АКМОЛИНСК,0.829,АКМОЛИНСК
162,left,307,308,0,АКОРА,0.832,АКОРА
162,right,308,308,0,АКРОПОЛЬ,0.83,АКРОПО.ЛЬ
162,left,307,307,0,АККУЛЬТУРАЦИЯ,0.801,АККУЛЬТУРАЦИЯ
162,left,307,307,0,АККРСКАЯ КОНФЕРЕНЦИЯ НЕЗАВИСИМЫХ ГОСУДАРСТВ АФРИКИ 1958,0.8,АККРСКАЯ КОНФЕРЕНЦИЯ НЕЗАВИСИМЫХ ГО- СУДАРСТВ АФРИКИ 1958 — см. в ст. Конференции
162,left,307,307,0,АККРСКАЯ КОНФЕРЕНЦИЯ НАРОДОВ АФРИКИ 1958,0.804,АККРСКАЯ КОНФЕРЕНЦИЯ НАРОДОВ АФРИКИ 1958 — см. в ст. Конференции народов А фрики. АККРСКАЯ КОНФЕРЕНИНИЯ НЕЗАВИСИМ ТХ _
163,left,309,309,0,АКСАКАЛ,0.818,АКСАКАЛ
163,left,309,309,0,"АКСАКОВ, Иван Сергеевич",0.785,"АКСАКОВ, Иван Сергеевич —"
163,left,309,310,0,"АКСАВОВ, Константин Сергеевич",0.774,"АКСАВОВ, Константин Сергесвич"
163,right,310,310,0,"АКСЕЛЬРОД, Павел Борисович",0.795,"АКСЕЛЬРОД, Павел Борисович"
163,right,310,311,0,АКСУМ,0.826,АКСУМ
164,left,311,311,0,АКСУМСКОЕ ЦАРСТВО,0.826,АКСУМСКОЕ ЦАРСТВО
164,right,312,312,0,АКТ ОБ УСТРОЕНИИ ИРЛАНДИИ,0.839,АКТ ОБ УСТРОЕНИИ ИРЛАНДИН
164,right,312,312,0,«ACTA ET DIPLOMATA RES ALABANIAE MEDIAEAETATIS ILLUSTRANTIA»,0.8,"«АСТА ЕТ О1РГОМАТА КЕУ АГБВАМАЕ МЕЮТАЕ- АЕТАТ!5 П1О5ЗТВАМТТА» — публикация документов, А оо"
164,right,312,312,0,АК-ТЕПЕ,0.826,АК-ТЕПЕ
164,left,311,312,0,«АКСЬОН ФРАНСЕЗ»,0.816,‚ «АКСЬОН ФРАНСЕЗ»
164,right,312,313,0,АКТИМОНЫ,0.827,АКТИМОНЫ
165,left,313,313,0,"АКТОН, Джон Эмерик Эдуард",0.774,"АКТОН, Эктон (Ас!оп), Джон Эмерик Эдуард"
165,left,313,314,0,АКТЫ,0.83,АКТЫ
165,right,314,315,0,"«АКТЫ АРХЕОГРАФИЧЕСКОЙ ЭКСПЕДИЦИИ»,",0.831,"«АКТЫ АРХЕОГРАФИЧЕСКОЙ ЭКСПЕДИЦИИ»,"
166,left,315,315,0,«АКТЫ ГРАЖДАНСКОЙ РАСПРАВЫ»,0.816,"«АКТЫ ГРАЖДАНСКОЙ РАСПРАВЫ»,"
166,left,315,316,0,«АКТЫ ЗАПАДНОЙ РОССИИ»,0.821,"«АКТЫ ЗАПАДНОЙ РОССИИ»,"
166,right,316,316,0,«АКТЫ ИСТОРИЧЕСКИЕ»,0.814,"«АКТЫ ИСТОРИЧЕСКИЕ»,"
166,left,315,315,0,АКТЫ ВИЛЕНСКОЙ АРХЕОГРАФИЧЕСКОЙ КОМИССИИ (АВАК),0.799,> АКТЫ — ВИЛЕНСКОЙ — АРХЕОГРАФИЧЕСКОЙ КОМИССИИ (АВАК) — серия док-тов по социально- ВОИ ВОа ОООа ОЛИ ов лиии ГЛ А ол ититю т ТИ оыа
166,right,316,317,0,«АКТЫ КАВКАЗСКОЙ АРХЕОГРАФИЧЕСКОЙ КОМИССИИ»,0.808,"› «АВТЫ — КАВКАЗСКОЙ АРХЕОГРАФИЧЕСКОЙ КОМИССИИ», «А кты, собранные На‘_вказ-"
167,left,317,317,0,«АКТЫ МОСКОВСКОГО ГОСУДАРСТВА»,0.824,«АБТЫ МОСКОВСКОГО ГОСУДАРСТВА»
167,left,317,317,0,«АКТЫ СОЦИАЛЬНО-ЭКОНОМИЧЕСКОЙ ИСТОРИИ  СЕВЕРО-ВОСТОЧНОЙ РУСИ КОНЦА XIV — НАЧАЛА XVI вв.» (АСЭИ),0.816,› «АКТЫ СОЦИАЛЬНО-ЭКОНОМ ИЧЕСКОЙ ИСТО- РИИ _ СЕВЕРО-ВОСТОЧНОЙ РУСИ КОНЦА Х1У — НАЧАЛА ХУТ вв.» (АСЭИ) — изданы Ин-том истории Аа тт /“/ч учТУ ХО л с ° я А ЛЕ 5 п О\ ТА _
167,right,318,318,0,"«АКТЫ ТУРГЕНЕВА»,",0.819,"«АКТЫ ТУРГЕНЕВА»,"
167,right,318,318,0,«АКТЫ ФЕОДАЛЬНОГО ЗЕМЛЕВЛАДЕНИЯ И ХОЗЯЙСТВА» (АФЗиХ),0.81,«АКТЫ ФЕОДАЛЬНОГО ЗЕМЛЕВЛАДЕНИЯ И ХОЗЯЙСТВА» (АФЗиХ) — изданы Ин-том — истории
167,right,318,318,0,«АКТЫ ХОЗЯЙСТВА БОЯРИНА Б. И. МОРОЗОВА»,0.808,‚«АБТЫ ХОЗЯЙСТВА БОЯРИНА Б. И. МОРО- ЗОВА»— издание АН СССР сохранившейся части вот-
167,right,318,319,0,«АКТЫ ЮЖНОЙ И ЗАПАДНОЙ РОССИИ»,0.827,"«АКТЫ ЮЖНОЙ И ЗАПАДНОЙ РОССИЙ»,"
167,left,317,317,0,«АКТЫ КАЛАЧОВА»,0.814,э«АКТЫ КАЛАЧОВА»
168,left,319,319,0,«АКТЫ ЮРИДИЧЕСКИЕ».,0.818,«АКТЫ ЮРИДИЧЕСКИЕ». оо -ь от от л ол ом ос тг от ол
168,left,319,320,0,«АКТЫ ЮРИДИЧЕСКОГО БЫТА»,0.82,"«АКТЫ ЮРИДИЧЕСКОГО БЫТА», т о оттУт о106 ^ ог ст т оо^ т н т ост от от ( тт ,`"
168,right,320,320,0,АКТЮБИНСК,0.835,АКТЮБИНСЕ
168,right,320,321,0,АКТЮБИНСКАЯ ОПЕРАЦИЯ 1919,0.816,"АКТЮБИНСКАЯ ОНЕРАЦИЯ — 1919 - „оч ое о съ о тот он от ог 4 1‘*‘} съ У ВЙ та ти т‘тпипптпттптгппп г""\ппіттп"
169,left,321,321,0,"АКУЛОВ, Иван Алексеевич",0.788,"АКУЛОВ, Иван Алексеевич"
169,left,321,321,0,АКЦИЙ,0.843,"АКЦИИ,"
169,left,321,323,0,АКЦИОНЕРНЫЕ ОБЩЕСТВА,0.844,АКЦИОНЕРНЫЕ ОБЩЕСТВА
170,left,323,323,0,АКШАК,0.847,АКШАК
170,left,323,324,0,АКЭЛ,0.811,АКЭЛ
170,right,324,324,0,АЛА,0.807,АЛА
170,right,324,324,0,АЛА-АД-ДИН БАХМАН-ШАХ,0.828,АЛА-АД-ДИН БАХМАН-ШАХ
170,right,324,324,0,АЛА-АД-ДИН КЕЙ-КУБАД,0.821,АЛА-АД-ДИН КЕЙ-КУБАД
171,left,325,325,0,АЛА-АД-ДИН РИАЙЯТ-ШАХ,0.832,"АЛА-АД-ДИН РИАЙЯТ-ШАХ,"
171,left,325,325,0,АЛА-АД-ДИН ХИЛЬДЖИ,0.827,АЛА-АД-ДИН ХИЛЬДЖИ
171,left,325,325,0,"АЛАБИН, Петр Владимирович",0.799,"АЛАБИН, Петр Владимирович"
171,left,325,325,0,"АЛАВЕРДЯН, Степан Карапетович",0.803,"АЛАВЕРДЯН, — Степан — Карапетович"
171,left,325,325,0,АЛАВИТЫ,0.833,"АЛАВИТЫ,"
171,right,326,326,0,АЛАДЖАХЁЮК,0.824,АЛАДЖАХЁЮК
171,right,326,326,0,АЛАДЖИНСКОЕ СРАЖЕНИЕ 1877,0.837,АЛАДЖИНСКОЕ СРАЖЁНИЕ 1877
171,right,326,326,0,АЛАЗОНЫ,0.834,АЛАЗОНЫ
171,right,326,327,0,АЛАИ ШЕЙХ,0.834,АЛАИ ШЕЙХ
172,left,327,327,0,АЛАЛАХ,0.811,"АЛАЛАХ,"
172,left,327,327,0,"АЛАМАН, Лукас Игнасио",0.78,"АЛАМАН (А1атап), Лукас Игнасио"
172,left,327,327,0,АЛАМУТ,0.818,АЛАМУТ
172,left,327,327,0,АЛАНДСКАЯ ЭКСПЕДИЦИЯ 1809,0.83,АЛАНДСКАЯ ЭКСПЕДИЦИЯ 1809
172,left,327,328,0,АЛАНДСКИЕ КОНВЕНЦИИ,0.84,АЛАНДСКИЕ КОНВЁНЦИИ
172,right,328,329,0,АЛАНДСКИЙ КОНГРЕСС,0.807,АЛАНДСКИЙ КОНГРЕСС -
173,left,329,329,0,АЛАНСКИЕ ВОРОТА,0.833,АЛАНСКИЕ ВОРОТА
173,left,329,330,0,АЛАНЫ,0.838,АЛАНЫ
173,right,330,330,0,АЛАРИХ I,0.827,АЛАРИХ 1/
173,right,330,331,0,АЛАРКОС,0.82,АЛАРКОС
174,left,331,331,0,"АЛАТРИ, Паоло",0.801,"АЛАТРИ (А1а!!!), Паоло"
174,left,331,331,0,АЛАУНЦАЯ,0.834,"АЛАУННАЯ,"
174,left,331,332,0,АЛАШ,0.847,АЛАШ
174,right,332,333,0,АЛАШКЕРТСКАЯ ОПЕРАЦИЯ 1915,0.836,АЛАШБЁРТСЬЪАЯ ОПЕРАция 1915 -
174,left,331,331,0,АЛАЧЕВЫ,0.817,‚АЛАЧЕВЫ
175,left,333,333,0,АЛБА,0.823,"АЛБА,"
175,left,333,352,0,АЛБАНИЯ,0.836,"АЛБАНИЯ,"
175,left,333,333,0,АЛАШ-ОРДА,0.805,А.ЁчЁШ-ОРД_А — ©см. Алаш.
185,left,353,356,0,АЛБАНИЯ КАВКАЗСКАЯ,0.835,АЛБАНИЯ КАВКАЗСКАЯ
186,right,356,356,0,"АЛБАНО-ИТАЛЬЯНСКИЕ ДОГОВОРЫ И СОГЛАШЕНИЯ 1920, 1926, 1927, ‚ 1936",0.812,"АЛБАНО-ИТАЛЬЯНСКИЕ — ДОГОВОРЫ И СО- ГЛАШЕНИЯ 1920, 1926, 1927, ‚ 1936. Соглаше -"
186,right,356,357,0,АЛБАНСКАЯ ПАРТИЯ ТРУДА,0.836,АЛБАНСКАЯ ПАРТИЯ ТРУДА
187,right,358,358,0,АЛБАНСКОЕ ВОССТАНИЕ 1912,0.83,АЛБАНСКОЕ ВОССТАНИЕ 1912
187,right,358,359,0,АЛБАНЦЫ,0.854,АЛБАНЦЫ
187,left,357,358,0,АЛБАНСКОЕ ВОССТАНИЕ 1911,0.812,АЛБАНСКОЕ ВОССТАНИЕ 1911° аче ь и воель от сь яя у оь п ль Пя Ва хх Т озЬ !\П!\Г\Г\Г\'\!/‘П!ЪН
188,right,360,360,0,"АЛДАНОВ, Алибек-Хаджи",0.778,"АЛДАНОВ, — Алибек-Хаджи"
188,right,360,360,0,АЛЕВАДЫ,0.83,АЛЕВАДЫ
188,right,360,360,0,АЛЕВИ,0.813,ЛЛЕВИ
188,right,360,360,0,АЛЕЗИЯ,0.821,АЛЕЗИЯ
188,right,360,360,0,АЛЕЙСКИЙ ПРОЦЕСС 1916,0.825,АЛЕЙСКИЙ ПРОЦЕСС 1916 .
188,left,359,359,0,АЛБАТУ,0.806,АЛБАТУ
188,left,359,360,0,"АЛБУКЕРКИ, Афонсу д’",0.778,"АЛБУКЕРКИ (АБициегдие), Афонсу д’"
188,right,360,360,0,АЛВАРСКОЕ ВОССТАНИЕ 1932—33,0.812,АЛВАРСКОЕ - ВОССТАНИЕ — 1932. 33
189,left,361,361,0,АЛЕКСАНДР,0.832,АЛЕКСАНДР
189,left,361,362,0,АЛЕКСАНДР I,0.826,АЛЕКСАНДР 1
189,right,362,363,0,АЛЕКСАНДР II,0.836,АЛЕКСАНДР П
190,left,363,363,0,АЛЕКСАНДР III,0.834,АЛЕКСАНДР 1
190,left,363,363,0,АЛЕКСАНДР I ГЕОРГИЕВИЧ,0.818,АЛЕКСАНДР 1 ГЕОРГИЕВИЧ (
190,left,363,364,0,АЛЕКСАНДР II,0.826,АЛЕКСАНДР П
190,right,364,364,0,АЛЕКСАНДР БАТТЕНБЕРГ,0.827,АЛЕКСАНДР О БАТТЕНБЕРГ
190,right,364,364,0,АЛЕКСАНДР ДОБРЫЙ,0.835,АЛЕКСАНДР ДОБРЫЙ
190,right,364,364,0,АЛЕКСАНДР III,0.813,АЛЕКСАНДР
190,right,364,364,0,АЛЕКСАНДР VI,0.824,‚АЛЕКСАНДР У!
191,left,365,365,0,АЛЕКСАНДР КАЗИМИРОВИЧ,0.839,АЛЕКСАНДР КАЗИМИРОВИЧ
191,left,365,365,0,АПЕКСАНДР КАРАГЕОРГИЕВИЧ,0.822,А.ПЕКСАН_ДР КАРАГЕОРГИЕВИЧ
191,left,365,365,0,АЛЕКСАНДР I КАРАГЕОРГИЕВИЧ,0.825,АЛЕКСАНДР 1 КАРАГЕОРГИЕВИЧ
191,left,365,365,0,АЛЕКСАНДР ЛАПУШНЯНУ,0.839,АЛЕКСАНДР ЛАПУШНЯНУ
191,right,366,371,0,АЛЕКСАНДР МАКЕДОНСКИЙ,0.835,"АЛЕКСАНДР МАКЕДОНСКИЙ,"
194,left,371,371,0,АЛЕКСАНДР МИХАЙЛОВИЧ,0.824,АЛЕКСАНДР МИХАЙЛОВИЧ
194,left,371,372,0,АЛЕКСАНДР НЕВСКИЙ,0.838,АЛЕКСАНДР НЕВСКИЙ
194,right,372,372,0,АЛЕКСАНДР ОБРЕНОВИЧ,0.837,АЛЕКСАНДР ОБРЕНОВИЧ
194,right,372,373,0,АЛЕКСАНДР СЕВЕР,0.826,"АЛЕКСАНДР СЕВЁР,"
195,left,373,373,0,АЛЕКСАНДРА ФЁДОРОВНА,0.838,АЛЕКСАНДРА ФЁДОРОВНА
195,left,373,373,0,АЛЕКСАНДРЕТТСКИЙ САНДЖАК,0.822,АЛЕКСАНДРЁТТСВИЙ САНДЖАК .
195,right,374,374,0,АЛЕКСАНДРИЙСКАЯ КУЛЬТУРА,0.833,"АЛЕКСАНДРИЙСКАЯ КУЛЬТУРАЛ,"
195,right,374,374,0,АЛЕКСАНДРИЙСКИЙ МУСЕЙОН,0.838,АЛЕКСАНДРИЙСКИЙ МУСЁЙОН
195,right,374,376,0,АЛЕКСАНДРИЯ,0.835,АЛЕКСАНДРИЯ
195,left,373,373,0,"АЛЕКСАНДРЕНКО, Василий Никифорович",0.792,"‚ АЛЕКСАНДРЁНКО, Василий Никифорович"
195,left,373,374,0,АЛЕКСАНДРИЙСКАЯ ВОЙНА,0.811,‚ХАЛЕКСАНДРИЙСКАЯ ВОЙНА.
196,right,376,376,0,"АЛЕКСАНДРОВ, Диомид Александрович",0.793,"АЛЕКСАНДРОВ, Диомид Александрович"
196,right,376,376,0,АЛЕКСАНДРОВ,0.83,АЛЕКСАНДРОВ
196,right,376,376,0,АЛЕКСАНДРОВСКАЯ СЛОБОДА,0.814,АЛЕКСАНДРОВСКАЯ СЛОБОДА
197,left,377,377,0,АЛЕКСАНДРОВСКИЙ ЦЕНТРАЛ,0.844,АЛЕКСАНДРОВСКИЙ ЦЕНТРАЛ
197,left,377,378,0,АЛЕКСАНДРО-НЕВСКАЯ ЛАВРА,0.834,АЛЕКСАНДРО-НЕВСКАЯ ЛАВРА
